feature importance	biomolecule
0	ANKRD13C
0	ANKRD13D
0	ANKRD16
0	ANKRD17
0	ANKRD18A
0	ANKRD20A1
0	ANKRD22
0	ANKRD23
0	ANKRD24
0	ANKRD26
0	ANKRD27
0	ANKRD28
0	ANKRD33B
0	ANKRD34A
0	ANKRD34B
0	ANKRD35
0	ANKRD36
0	ANKRD36B
0	ANKRD36C
0	ANKRD37
0	ANKRD40
0	ANKRD42
0	ANKRD44
0	ANKRD49
0	ANKRD50
0	ANKRD52
0	ANKRD54
0	ANKRD55
0	ANKRD6
0	ANKRD65
0	ANKRD9
0	ANKS1A
0	ANKS1B
0	ANKS3
0	ANKS4B
0	ANKS6
0	ANKZF1
0	ANLN
0	ANO2
0	ANO5
0	ANO6
0	ANO8
0	ANO9
0	ANOS1
0	ANP32A
0	ANP32B
0	ANPEP
0	ANTKMT
0	ANTXR2
0	ANXA1
0	ANXA11
0	ANXA2
0	ANXA2R
0	ANXA3
0	ANXA4
0	ANXA5
0	ANXA6
0	ANXA7
0	ANXA8
0	ANXA8L1
0	ANXA9
0	AOAH
0	AOC1
0	AOC2
0	AOC3
0	AOPEP
0	AP1AR
0	AP1B1
0	AP1G1
0	AP1G2
0	AP1M2
0	AP1S1
0	AP1S2
0	AP1S3
0	AP2A1
0	AP2A2
0	AP2B1
0	AP2M1
0	AP2S1
0	AP3B1
0	AP3B2
0	AP3D1
0	AP3M1
0	AP3M2
0	AP3S1
0	AP3S2
0	AP4B1
0	AP4E1
0	AP4M1
0	AP4S1
0	AP5B1
0	AP5M1
0	AP5S1
0	AP5Z1
0	APAF1
0	APBA2
0	APBA3
0	APBB1
0	APBB1IP
0	APBB2
0	APBB3
0	APC
0	APCDD1
0	APEH
0	APEX1
0	APEX2
0	API5
0	APIP
0	APLF
0	APLP2
0	APMAP
0	APOBEC3A
0	APOBEC3A_B
0	APOBEC3B
0	APOBEC3C
0	APOBEC3F
0	APOBEC3G
0	APOBEC3H
0	APOBR
0	APOL2
0	APOL3
0	APOL4
0	APOL6
0	APOLD1
0	APOM
0	APOO
0	APOOL
0	APP
0	APPBP2
0	APPL1
0	APPL2
0	APRT
0	APTX
0	AQP1
0	AQP3
0	AQP9
0	AQR
0	AR
0	ARAF
0	ARAP1
0	ARAP2
0	ARAP3
0	ARCN1
0	AREG
0	AREL1
0	ARF1
0	ARF3
0	ARF4
0	ARF6
0	ARFGAP1
0	ARFGAP2
0	ARFGAP3
0	ARFGEF1
0	ARFGEF2
0	ARFIP1
0	ARFIP2
0	ARFRP1
0	ARG1
0	ARG2
0	ARGLU1
0	ARHGAP1
0	ARHGAP10
0	ARHGAP11A
0	ARHGAP11B
0	ARHGAP12
0	ARHGAP15
0	ARHGAP17
0	ARHGAP19
0	ARHGAP21
0	ARHGAP22
0	ARHGAP23
0	ARHGAP24
0	ARHGAP25
0	ARHGAP26
0	ARHGAP27
0	ARHGAP29
0	ARHGAP30
0	ARHGAP31
0	ARHGAP32
0	ARHGAP33
0	ARHGAP35
0	ARHGAP4
0	ARHGAP42
0	ARHGAP45
0	ARHGAP5
0	ARHGAP6
0	ARHGAP9
0	ARHGDIA
0	ARHGDIB
0	ARHGEF1
0	ARHGEF10
0	ARHGEF11
0	ARHGEF12
0	ARHGEF17
0	ARHGEF18
0	ARHGEF19
0	ARHGEF2
0	ARHGEF3
0	ARHGEF35
0	ARHGEF37
0	ARHGEF39
0	ARHGEF40
0	ARHGEF5
0	ARHGEF7
0	ARHGEF9
0	ARID1A
0	ARID2
0	ARID3A
0	ARID3B
0	ARID4A
0	ARID4B
0	ARID5A
0	ARID5B
0	ARIH1
0	ARIH2
0	ARL1
0	ARL10
0	ARL11
0	ARL13B
0	ARL14EP
0	ARL15
0	ARL16
0	ARL17A
0	ARL17B
0	ARL2
0	ARL2BP
0	ARL4A
0	ARL4C
0	ARL4D
0	ARL5A
0	ARL5B
0	ARL6
0	ARL6IP1
0	ARL6IP4
0	ARL6IP5
0	ARL6IP6
0	ARL8A
0	ARL8B
0	ARMC1
0	ARMC10
0	ARMC12
0	ARMC2
0	ARMC3
0	ARMC6
0	ARMC7
0	ARMC8
0	ARMC9
0	ARMCX1
0	ARMCX2
0	ARMCX3
0	ARMCX4
0	ARMCX5
0	ARMCX6
0	ARMH1
0	ARMH2
0	ARMH3
0	ARMT1
0	ARNT
0	ARNTL
0	ARNTL2
0	ARPC1A
0	ARPC1B
0	ARPC2
0	ARPC3
0	ARPC4
0	ARPC4-TTLL3
0	ARPC5
0	ARPC5L
0	ARPIN
0	ARPIN-AP3S2
0	ARPP19
0	ARRDC1
0	ARRDC2
0	ARRDC3
0	ARRDC4
0	ARRDC5
0	ARSA
0	ARSB
0	ARSD
0	ARSG
0	ARSK
0	ARV1
0	ARVCF
0	AS3MT
0	ASAH1
0	ASAH2B
0	ASAP1
0	ASAP2
0	ASAP3
0	ASB1
0	ASB13
0	ASB14
0	ASB16
0	ASB2
0	ASB3
0	ASB6
0	ASB7
0	ASB8
0	ASB9
0	ASCC1
0	ASCC2
0	ASCC3
0	ASCL2
0	ASDURF
0	ASF1A
0	ASF1B
0	ASGR1
0	ASGR2
0	ASH1L
0	ASH2L
0	ASIC3
0	ASL
0	ASMTL
0	ASNS
0	ASNSD1
0	ASPHD2
0	ASPM
0	ASPRV1
0	ASPSCR1
0	ASRGL1
0	ASS1
0	ASTE1
0	ASTN2
0	ASXL1
0	ATAD1
0	ATAD2
0	ATAD2B
0	ATAD3A
0	ATAD3B
0	ATAD3C
0	ATAD5
0	ATAT1
0	ATCAY
0	ATE1
0	ATF1
0	ATF2
0	ATF3
0	ATF4
0	ATF5
0	ATF6
0	ATF6B
0	ATF7
0	ATF7IP
0	ATF7IP2
0	ATG10
0	ATG101
0	ATG12
0	ATG14
0	ATG16L1
0	ATG16L2
0	ATG2A
0	ATG2B
0	ATG3
0	ATG4A
0	ATG4B
0	ATG4C
0	ATG4D
0	ATG5
0	ATG7
0	ATG9A
0	ATIC
0	ATL1
0	ATL2
0	ATL3
0	ATM
0	ATMIN
0	ATN1
0	ATOH8
0	ATOX1
0	ATP10B
0	ATP10D
0	ATP11A
0	ATP11B
0	ATP13A1
0	ATP13A2
0	ATP13A3
0	ATP13A4
0	ATP1A1
0	ATP1A3
0	ATP1A4
0	ATP1B2
0	ATP1B3
0	ATP1B4
0	ATP23
0	ATP2A1
0	ATP2A3
0	ATP2B1
0	ATP2B4
0	ATP2C1
0	ATP2C2
0	ATP5F1A
0	ATP5F1B
0	ATP5F1C
0	ATP5F1D
0	ATP5F1E
0	ATP5IF1
0	ATP5MC1
0	ATP5MC2
0	ATP5MC3
0	ATP5MD
0	ATP5ME
0	ATP5MF
0	ATP5MF-PTCD1
0	ATP5MPL
0	ATP5PB
0	ATP5PD
0	ATP5PF
0	ATP5PO
0	ATP6AP1
0	ATP6AP1L
0	ATP6AP2
0	ATP6V0A1
0	ATP6V0D1
0	ATP6V0E1
0	ATP6V0E2
0	ATP6V1A
0	ATP6V1B2
0	ATP6V1C1
0	ATP6V1C2
0	ATP6V1D
0	ATP6V1E1
0	ATP6V1E2
0	ATP6V1F
0	ATP6V1FNB
0	ATP6V1G2
0	ATP6V1H
0	ATP7A
0	ATP7B
0	ATP8A1
0	ATP8A2
0	ATP8B2
0	ATP8B4
0	ATP9A
0	ATP9B
0	ATPAF1
0	ATPAF2
0	ATPSCKMT
0	ATR
0	ATRAID
0	ATRIP
0	ATRN
0	ATRX
0	ATXN1
0	ATXN10
0	ATXN1L
0	ATXN2
0	ATXN2L
0	ATXN3
0	ATXN7
0	ATXN7L1
0	ATXN7L3B
0	AUH
0	AUNIP
0	AUP1
0	AURKA
0	AURKAIP1
0	AURKB
0	AURKC
0	AUTS2
0	AVEN
0	AVIL
0	AVL9
0	AVPI1
0	AVPR1A
0	AXIN1
0	AXIN2
0	AXL
0	AZI2
0	AZIN1
0	AZIN2
0	AZU1
0	B2M
0	B3GALNT1
0	B3GALNT2
0	B3GALT2
0	B3GALT4
0	B3GALT6
0	B3GAT1
0	B3GAT2
0	B3GAT3
0	B3GLCT
0	B3GNT2
0	B3GNT4
0	B3GNT5
0	B3GNT7
0	B3GNT8
0	B3GNT9
0	B3GNTL1
0	B4GALNT2
0	B4GALNT3
0	B4GALT1
0	B4GALT2
0	B4GALT3
0	B4GALT4
0	B4GALT5
0	B4GALT6
0	B4GALT7
0	B4GAT1
0	B9D1
0	B9D2
0	BABAM1
0	BABAM2
0	BACE1
0	BACH1
0	BAD
0	BAG1
0	BAG2
0	BAG3
0	BAG4
0	BAG5
0	BAG6
0	BAHCC1
0	BAHD1
0	BAIAP2
0	BAIAP2L1
0	BAIAP3
0	BAK1
0	BAMBI
0	BANF1
0	BANK1
0	BANP
0	BAP1
0	BARD1
0	BASP1
0	BATF
0	BATF2
0	BATF3
0	BAX
0	BAZ1A
0	BAZ2A
0	BAZ2B
0	BBC3
0	BBIP1
0	BBOF1
0	BBS1
0	BBS10
0	BBS12
0	BBS2
0	BBS4
0	BBS5
0	BBS7
0	BBS9
0	BBX
0	BCAP31
0	BCAR3
0	BCAS1
0	BCAS2
0	BCAS3
0	BCAS4
0	BCAT1
0	BCAT2
0	BCCIP
0	BCDIN3D
0	BCKDHA
0	BCKDHB
0	BCKDK
0	BCL10
0	BCL11B
0	BCL2
0	BCL2A1
0	BCL2L1
0	BCL2L11
0	BCL2L12
0	BCL2L13
0	BCL2L15
0	BCL2L2
0	BCL3
0	BCL6
0	BCL7A
0	BCL7B
0	BCL7C
0	BCL9
0	BCL9L
0	BCLAF1
0	BCO2
0	BCOR
0	BCORL1
0	BCR
0	BCS1L
0	BDH1
0	BDH2
0	BDP1
0	BEAN1
0	BECN1
0	BEND2
0	BEND3
0	BEND4
0	BEND5
0	BEND7
0	BEST1
0	BEST4
0	BET1L
0	BEX1
0	BEX2
0	BEX3
0	BEX4
0	BEX5
0	BFAR
0	BFSP1
0	BGLAP
0	BHLHB9
0	BHLHE40
0	BHLHE41
0	BICD1
0	BICD2
0	BICDL1
0	BICDL2
0	BICRA
0	BICRAL
0	BID
0	BIK
0	BIN1
0	BIN2
0	BIN3
0	BIRC2
0	BIRC3
0	BIRC5
0	BIRC6
0	BIVM
0	BIVM-ERCC5
0	BLCAP
0	BLK
0	BLM
0	BLMH
0	BLNK
0	BLOC1S1
0	BLOC1S2
0	BLOC1S3
0	BLOC1S4
0	BLOC1S5
0	BLOC1S6
0	BLVRA
0	BLVRB
0	BLZF1
0	BMERB1
0	BMF
0	BMI1
0	BMP2K
0	BMP8A
0	BMP8B
0	BMPR2
0	BMS1
0	BMT2
0	BMX
0	BNC2
0	BNIP1
0	BNIP2
0	BNIP3
0	BNIP3L
0	BNIPL
0	BOD1
0	BOD1L1
0	BOK
0	BOLA1
0	BOLA2-SMG1P6
0	BOLA2B
0	BOLA3
0	BOP1
0	BORA
0	BORCS5
0	BORCS6
0	BORCS7
0	BORCS8-MEF2B
0	BPGM
0	BPHL
0	BPI
0	BPNT1
0	BPNT2
0	BPTF
0	BRAF
0	BRAP
0	BRAT1
0	BRCA1
0	BRCA2
0	BRCC3
0	BRD1
0	BRD2
0	BRD3
0	BRD3OS
0	BRD4
0	BRD7
0	BRD8
0	BRD9
0	BRF1
0	BRF2
0	BRI3
0	BRI3BP
0	BRICD5
0	BRIP1
0	BRK1
0	BRMS1L
0	BROX
0	BRPF1
0	BRPF3
0	BRWD1
0	BRWD3
0	BSDC1
0	BSG
0	BSPRY
0	BST1
0	BST2
0	BTAF1
0	BTBD1
0	BTBD10
0	BTBD11
0	BTBD19
0	BTBD2
0	BTBD3
0	BTBD6
0	BTBD7
0	BTBD8
0	BTBD9
0	BTD
0	BTF3
0	BTF3L4
0	BTG1
0	BTG2
0	BTG3
0	BTK
0	BTLA
0	BTN1A1
0	BTN2A1
0	BTN2A2
0	BTN3A1
0	BTN3A2
0	BTN3A3
0	BTNL3
0	BTNL8
0	BTRC
0	BUB1
0	BUB1B
0	BUB1B-PAK6
0	BUB3
0	BUD13
0	BUD23
0	BUD31
0	BVES
0	BYSL
0	BZW2
0	C10orf143
0	C10orf88
0	C11orf1
0	C11orf21
0	C11orf24
0	C11orf45
0	C11orf54
0	C11orf58
0	C11orf68
0	C11orf71
0	C11orf80
0	C11orf95
0	C11orf98
0	C12orf29
0	C12orf4
0	C12orf43
0	C12orf45
0	C12orf57
0	C12orf60
0	C12orf65
0	C12orf73
0	C12orf75
0	C12orf76
0	C13orf46
0	C14orf119
0	C14orf132
0	C14orf28
0	C14orf93
0	C15orf39
0	C15orf40
0	C15orf48
0	C15orf61
0	C15orf62
0	C15orf65
0	C16orf54
0	C16orf70
0	C16orf72
0	C16orf74
0	C16orf86
0	C16orf87
0	C16orf91
0	C16orf95
0	C17orf100
0	C17orf107
0	C17orf113
0	C17orf49
0	C17orf58
0	C17orf67
0	C17orf75
0	C17orf80
0	C17orf97
0	C18orf21
0	C18orf25
0	C18orf32
0	C18orf54
0	C19orf12
0	C19orf25
0	C19orf33
0	C19orf38
0	C19orf44
0	C19orf47
0	C19orf48
0	C19orf53
0	C19orf54
0	C19orf71
0	C1D
0	C1GALT1
0	C1GALT1C1
0	C1QA
0	C1QB
0	C1QBP
0	C1QL3
0	C1QTNF3
0	C1QTNF6
0	C1R
0	C1orf109
0	C1orf112
0	C1orf115
0	C1orf116
0	C1orf122
0	C1orf131
0	C1orf159
0	C1orf174
0	C1orf198
0	C1orf21
0	C1orf216
0	C1orf226
0	C1orf35
0	C1orf43
0	C1orf50
0	C1orf52
0	C1orf56
0	C1orf74
0	C2
0	C20orf194
0	C20orf27
0	C20orf96
0	C21orf62
0	C21orf91
0	C22orf23
0	C22orf34
0	C2CD2
0	C2CD2L
0	C2CD3
0	C2CD5
0	C2orf42
0	C2orf49
0	C2orf50
0	C2orf68
0	C2orf74
0	C2orf76
0	C2orf88
0	C3AR1
0	C3orf14
0	C3orf18
0	C3orf33
0	C3orf35
0	C3orf38
0	C3orf52
0	C3orf62
0	C3orf86
0	C4A
0	C4B
0	C4BPA
0	C4orf19
0	C4orf3
0	C4orf33
0	C4orf46
0	C5
0	C5AR2
0	C5orf15
0	C5orf24
0	C5orf34
0	C5orf51
0	C5orf63
0	C6orf136
0	C6orf163
0	C6orf226
0	C6orf47
0	C6orf62
0	C6orf89
0	C7orf26
0	C7orf31
0	C7orf50
0	C7orf61
0	C8orf33
0	C8orf37
0	C8orf44-SGK3
0	C8orf58
0	C8orf76
0	C8orf82
0	C8orf88
0	C9orf139
0	C9orf147
0	C9orf16
0	C9orf40
0	C9orf47
0	C9orf64
0	C9orf72
0	C9orf78
0	C9orf85
0	CA1
0	CA11
0	CA12
0	CA13
0	CA2
0	CA4
0	CA8
0	CAAP1
0	CAB39
0	CAB39L
0	CABIN1
0	CABLES1
0	CABLES2
0	CABP4
0	CABP7
0	CACFD1
0	CACHD1
0	CACNA1A
0	CACNA1D
0	CACNA1E
0	CACNA1F
0	CACNA1H
0	CACNA1I
0	CACNA2D4
0	CACNB1
0	CACNB2
0	CACNB3
0	CACNB4
0	CACNG5
0	CACNG6
0	CACNG8
0	CACTIN
0	CACUL1
0	CACYBP
0	CAD
0	CADM1
0	CADM4
0	CALCOCO1
0	CALCOCO2
0	CALCRL
0	CALD1
0	CALHM2
0	CALHM5
0	CALHM6
0	CALM2
0	CALM3
0	CALML4
0	CALR
0	CALU
0	CAMK1
0	CAMK1D
0	CAMK2D
0	CAMK4
0	CAMKK2
0	CAMKMT
0	CAMLG
0	CAMP
0	CAMSAP1
0	CAMSAP2
0	CAMTA1
0	CAMTA2
0	CAND1
0	CANT1
0	CANX
0	CAP1
0	CAPG
0	CAPN10
0	CAPN11
0	CAPN12
0	CAPN13
0	CAPN15
0	CAPN2
0	CAPN3
0	CAPN5
0	CAPN7
0	CAPNS1
0	CAPNS2
0	CAPRIN1
0	CAPRIN2
0	CAPS
0	CAPS2
0	CAPZA1
0	CARD11
0	CARD14
0	CARD16
0	CARD17
0	CARD19
0	CARD6
0	CARD8
0	CARD9
0	CARF
0	CARHSP1
0	CARMIL2
0	CARMIL3
0	CARNMT1
0	CARNS1
0	CARS1
0	CARS2
0	CASC3
0	CASD1
0	CASK
0	CASP1
0	CASP10
0	CASP2
0	CASP3
0	CASP4
0	CASP5
0	CASP6
0	CASP7
0	CASP8
0	CASP8AP2
0	CASP9
0	CASR
0	CAST
0	CASTOR1
0	CASTOR2
0	CASZ1
0	CAT
0	CATSPER1
0	CATSPER2
0	CATSPER3
0	CATSPERE
0	CATSPERG
0	CAV1
0	CAV2
0	CAVIN1
0	CAVIN2
0	CAVIN3
0	CBFA2T2
0	CBFA2T3
0	CBFB
0	CBL
0	CBLB
0	CBLL1
0	CBLN3
0	CBR1
0	CBR3
0	CBR4
0	CBS
0	CBSL
0	CBWD1
0	CBWD2
0	CBWD5
0	CBWD6
0	CBX1
0	CBX3
0	CBX4
0	CBX5
0	CBX6
0	CBX7
0	CBX8
0	CBY1
0	CC2D1A
0	CC2D1B
0	CC2D2A
0	CC2D2B
0	CCAR2
0	CCBE1
0	CCDC102A
0	CCDC103
0	CCDC106
0	CCDC107
0	CCDC112
0	CCDC114
0	CCDC115
0	CCDC117
0	CCDC12
0	CCDC120
0	CCDC121
0	CCDC122
0	CCDC124
0	CCDC125
0	CCDC126
0	CCDC127
0	CCDC13
0	CCDC130
0	CCDC134
0	CCDC137
0	CCDC138
0	CCDC14
0	CCDC141
0	CCDC144A
0	CCDC146
0	CCDC149
0	CCDC15
0	CCDC151
0	CCDC152
0	CCDC153
0	CCDC154
0	CCDC159
0	CCDC163
0	CCDC167
0	CCDC17
0	CCDC170
0	CCDC174
0	CCDC18
0	CCDC180
0	CCDC183
0	CCDC186
0	CCDC189
0	CCDC191
0	CCDC22
0	CCDC24
0	CCDC25
0	CCDC28A
0	CCDC28B
0	CCDC30
0	CCDC32
0	CCDC34
0	CCDC39
0	CCDC40
0	CCDC47
0	CCDC50
0	CCDC51
0	CCDC57
0	CCDC58
0	CCDC59
0	CCDC6
0	CCDC61
0	CCDC62
0	CCDC65
0	CCDC66
0	CCDC69
0	CCDC7
0	CCDC71
0	CCDC71L
0	CCDC73
0	CCDC77
0	CCDC78
0	CCDC80
0	CCDC82
0	CCDC84
0	CCDC85B
0	CCDC85C
0	CCDC86
0	CCDC88A
0	CCDC88B
0	CCDC88C
0	CCDC9
0	CCDC90B
0	CCDC92
0	CCDC92B
0	CCDC93
0	CCDC96
0	CCDC97
0	CCDC9B
0	CCHCR1
0	CCL2
0	CCL24
0	CCL28
0	CCL3
0	CCL3L1
0	CCL3L3
0	CCL4
0	CCL4L1
0	CCL5
0	CCM2
0	CCN3
0	CCNA1
0	CCNA2
0	CCNB1
0	CCNB1IP1
0	CCNB2
0	CCNC
0	CCND1
0	CCND2
0	CCND3
0	CCNE1
0	CCNE2
0	CCNF
0	CCNG1
0	CCNG2
0	CCNH
0	CCNI
0	CCNI2
0	CCNJ
0	CCNJL
0	CCNK
0	CCNL1
0	CCNL2
0	CCNQ
0	CCNT1
0	CCNT2
0	CCNY
0	CCNYL1
0	CCP110
0	CCPG1
0	CCR1
0	CCR2
0	CCR3
0	CCR4
0	CCR5
0	CCR7
0	CCR8
0	CCR9
0	CCRL2
0	CCS
0	CCSAP
0	CCSER1
0	CCSER2
0	CCT2
0	CCT3
0	CCT4
0	CCT5
0	CCT6A
0	CCT7
0	CCT8
0	CCZ1
0	CCZ1B
0	CD101
0	CD109
0	CD14
0	CD151
0	CD160
0	CD163
0	CD163L1
0	CD164
0	CD177
0	CD180
0	CD19
0	CD1A
0	CD1C
0	CD1D
0	CD1E
0	CD2
0	CD200
0	CD200R1
0	CD209
0	CD226
0	CD24
0	CD248
0	CD27
0	CD274
0	CD28
0	CD2AP
0	CD2BP2
0	CD300A
0	CD300C
0	CD300E
0	CD300H
0	CD300LD
0	CD300LF
0	CD302
0	CD320
0	CD33
0	CD34
0	CD36
0	CD37
0	CD38
0	CD3D
0	CD3E
0	CD4
0	CD40
0	CD40LG
0	CD44
0	CD46
0	CD47
0	CD48
0	CD5
0	CD52
0	CD58
0	CD59
0	CD6
0	CD63
0	CD69
0	CD7
0	CD70
0	CD74
0	CD79A
0	CD79B
0	CD81
0	CD82
0	CD83
0	CD86
0	CD8A
0	CD8B
0	CD9
0	CD93
0	CD96
0	CD99
0	CD99L2
0	CDA
0	CDAN1
0	CDC123
0	CDC14A
0	CDC14B
0	CDC14C
0	CDC16
0	CDC20
0	CDC25A
0	CDC25B
0	CDC25C
0	CDC26
0	CDC27
0	CDC34
0	CDC37
0	CDC37L1
0	CDC40
0	CDC42
0	CDC42BPA
0	CDC42BPB
0	CDC42BPG
0	CDC42EP1
0	CDC42EP2
0	CDC42EP3
0	CDC42EP4
0	CDC42SE1
0	CDC42SE2
0	CDC45
0	CDC5L
0	CDC6
0	CDC7
0	CDC73
0	CDCA2
0	CDCA4
0	CDCA5
0	CDCA7
0	CDCA7L
0	CDCA8
0	CDCP1
0	CDH12
0	CDH13
0	CDH23
0	CDH7
0	CDHR1
0	CDHR2
0	CDHR3
0	CDIN1
0	CDIP1
0	CDIPT
0	CDK1
0	CDK10
0	CDK11A
0	CDK11B
0	CDK12
0	CDK13
0	CDK14
0	CDK16
0	CDK17
0	CDK18
0	CDK19
0	CDK2
0	CDK2AP1
0	CDK2AP2
0	CDK3
0	CDK4
0	CDK5
0	CDK5R1
0	CDK5RAP1
0	CDK5RAP2
0	CDK5RAP3
0	CDK6
0	CDK7
0	CDK8
0	CDK9
0	CDKAL1
0	CDKL1
0	CDKL5
0	CDKN1B
0	CDKN1C
0	CDKN2A
0	CDKN2AIP
0	CDKN2AIPNL
0	CDKN2B
0	CDKN2C
0	CDKN2D
0	CDPF1
0	CDR2
0	CDRT4
0	CDS2
0	CDT1
0	CDV3
0	CDYL
0	CDYL2
0	CEACAM1
0	CEACAM19
0	CEACAM21
0	CEACAM3
0	CEACAM5
0	CEACAM6
0	CEACAM8
0	CEBPA
0	CEBPD
0	CEBPE
0	CEBPG
0	CEBPZ
0	CEBPZOS
0	CECR2
0	CEL
0	CELA1
0	CELF1
0	CELF2
0	CELF3
0	CELF6
0	CELSR1
0	CELSR2
0	CELSR3
0	CEMIP2
0	CEMP1
0	CENPA
0	CENPB
0	CENPBD1
0	CENPC
0	CENPE
0	CENPF
0	CENPH
0	CENPI
0	CENPJ
0	CENPK
0	CENPL
0	CENPM
0	CENPN
0	CENPO
0	CENPP
0	CENPQ
0	CENPS
0	CENPT
0	CENPU
0	CENPV
0	CENPW
0	CENPX
0	CEP104
0	CEP120
0	CEP126
0	CEP128
0	CEP131
0	CEP135
0	CEP152
0	CEP162
0	CEP164
0	CEP170
0	CEP19
0	CEP192
0	CEP20
0	CEP250
0	CEP295
0	CEP295NL
0	CEP350
0	CEP41
0	CEP43
0	CEP57
0	CEP57L1
0	CEP63
0	CEP68
0	CEP72
0	CEP76
0	CEP78
0	CEP83
0	CEP85
0	CEP85L
0	CEP89
0	CEP95
0	CEP97
0	CERCAM
0	CERK
0	CERKL
0	CERS2
0	CERS4
0	CERS5
0	CERS6
0	CERT1
0	CES1
0	CES2
0	CES3
0	CES4A
0	CETN2
0	CETN3
0	CETP
0	CFAP161
0	CFAP20
0	CFAP251
0	CFAP298
0	CFAP36
0	CFAP410
0	CFAP44
0	CFAP45
0	CFAP54
0	CFAP70
0	CFAP94
0	CFAP97D1
0	CFB
0	CFD
0	CFDP1
0	CFH
0	CFL1
0	CFL2
0	CFLAR
0	CFP
0	CGAS
0	CGGBP1
0	CGRRF1
0	CHAC2
0	CHAF1A
0	CHAF1B
0	CHAMP1
0	CHCHD1
0	CHCHD10
0	CHCHD2
0	CHCHD3
0	CHCHD4
0	CHCHD5
0	CHCHD6
0	CHCHD7
0	CHD1
0	CHD1L
0	CHD2
0	CHD3
0	CHD4
0	CHD7
0	CHD8
0	CHD9
0	CHDH
0	CHEK1
0	CHEK2
0	CHERP
0	CHFR
0	CHI3L1
0	CHI3L2
0	CHIC1
0	CHIC2
0	CHID1
0	CHIT1
0	CHKA
0	CHKB
0	CHM
0	CHML
0	CHMP1A
0	CHMP1B
0	CHMP2B
0	CHMP3
0	CHMP4A
0	CHMP4B
0	CHMP5
0	CHMP6
0	CHMP7
0	CHN1
0	CHN2
0	CHORDC1
0	CHP1
0	CHPF
0	CHPF2
0	CHPT1
0	CHRAC1
0	CHRFAM7A
0	CHRM3
0	CHRM4
0	CHRNA10
0	CHRNA2
0	CHRNA5
0	CHRNA7
0	CHRNB1
0	CHRNB2
0	CHRNE
0	CHST11
0	CHST12
0	CHST13
0	CHST14
0	CHST15
0	CHST2
0	CHST6
0	CHSY1
0	CHTF18
0	CHTF8
0	CHTOP
0	CHUK
0	CHURC1
0	CHURC1-FNTB
0	CIAO1
0	CIAO2A
0	CIAO2B
0	CIAO3
0	CIAPIN1
0	CIB1
0	CIB2
0	CIC
0	CIDEB
0	CIDEC
0	CIITA
0	CILK1
0	CILP
0	CIP2A
0	CIPC
0	CIR1
0	CIRBP
0	CISD1
0	CISD2
0	CISD3
0	CISH
0	CITED2
0	CITED4
0	CIZ1
0	CKAP2
0	CKAP2L
0	CKAP4
0	CKAP5
0	CKB
0	CKLF
0	CKLF-CMTM1
0	CKS1B
0	CKS2
0	CLASP1
0	CLASP2
0	CLASRP
0	CLBA1
0	CLC
0	CLCC1
0	CLCF1
0	CLCN1
0	CLCN2
0	CLCN3
0	CLCN4
0	CLCN5
0	CLCN6
0	CLCN7
0	CLDN12
0	CLDN15
0	CLDN23
0	CLDN5
0	CLDN7
0	CLDN9
0	CLDND1
0	CLDND2
0	CLEC10A
0	CLEC11A
0	CLEC12A
0	CLEC12B
0	CLEC16A
0	CLEC17A
0	CLEC18A
0	CLEC18B
0	CLEC18C
0	CLEC1A
0	CLEC1B
0	CLEC2B
0	CLEC2D
0	CLEC2L
0	CLEC4A
0	CLEC4C
0	CLEC4D
0	CLEC4E
0	CLEC4F
0	CLEC4G
0	CLEC5A
0	CLEC6A
0	CLEC7A
0	CLEC9A
0	CLECL1
0	CLHC1
0	CLIC1
0	CLIC2
0	CLIC3
0	CLIC4
0	CLIC5
0	CLINT1
0	CLIP1
0	CLIP2
0	CLIP3
0	CLIP4
0	CLK1
0	CLK2
0	CLK3
0	CLK4
0	CLMN
0	CLN3
0	CLN5
0	CLN6
0	CLN8
0	CLNS1A
0	CLOCK
0	CLP1
0	CLPB
0	CLPP
0	CLPTM1
0	CLPTM1L
0	CLPX
0	CLSPN
0	CLSTN3
0	CLTC
0	CLTCL1
0	CLU
0	CLUAP1
0	CLUH
0	CLYBL
0	CMAS
0	CMBL
0	CMC1
0	CMC2
0	CMC4
0	CMIP
0	CMPK1
0	CMPK2
0	CMSS1
0	CMTM1
0	CMTM2
0	CMTM3
0	CMTM4
0	CMTM5
0	CMTM6
0	CMTM7
0	CMTR1
0	CMTR2
0	CNBD2
0	CNBP
0	CNDP2
0	CNEP1R1
0	CNGA4
0	CNIH1
0	CNIH2
0	CNIH4
0	CNKSR1
0	CNKSR2
0	CNKSR3
0	CNN1
0	CNN3
0	CNNM2
0	CNNM3
0	CNNM4
0	CNOT1
0	CNOT10
0	CNOT11
0	CNOT2
0	CNOT3
0	CNOT4
0	CNOT6
0	CNOT6L
0	CNOT7
0	CNOT8
0	CNOT9
0	CNP
0	CNPPD1
0	CNPY2
0	CNPY3
0	CNPY3-GNMT
0	CNPY4
0	CNR1
0	CNR2
0	CNST
0	CNTD1
0	CNTF
0	CNTLN
0	CNTNAP1
0	CNTNAP2
0	CNTNAP3
0	CNTRL
0	CNTROB
0	COA1
0	COA3
0	COA4
0	COA5
0	COA7
0	COA8
0	COASY
0	COBLL1
0	COCH
0	COG1
0	COG2
0	COG3
